MCC,F1,Precision,Accuracy,Recall,AUROC,AUPRC,FeatureSetup,Purpose,RepresentationStage,Representation,ImbalanceStage,ClassBalance,Model,Evaluation,Fold,Threshold,HeldOutDrug
0.0,0.0,0.0,0.9347222222222222,0.0,0.871455217982359,0.41012956661447963,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,CV,2,0.9,
0.19516414525373488,0.3125,0.23809523809523808,0.7555555555555555,0.45454545454545453,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.05,Atovaquone
0.08395434125416042,0.19047619047619047,0.2,0.8111111111111111,0.18181818181818182,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.1,Atovaquone
0.08395434125416042,0.19047619047619047,0.2,0.8111111111111111,0.18181818181818182,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.15,Atovaquone
0.12185013633258501,0.21052631578947367,0.25,0.8333333333333334,0.18181818181818182,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.2,Atovaquone
0.14495702601062868,0.2222222222222222,0.2857142857142857,0.8444444444444444,0.18181818181818182,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.25,Atovaquone
0.17225811675152738,0.23529411764705882,0.3333333333333333,0.8555555555555555,0.18181818181818182,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.3,Atovaquone
0.20568643916656965,0.25,0.4,0.8666666666666667,0.18181818181818182,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.35,Atovaquone
0.0841334546665505,0.13333333333333333,0.25,0.8555555555555555,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.4,Atovaquone
0.11968637508014936,0.14285714285714285,0.3333333333333333,0.8666666666666667,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.45,Atovaquone
0.11968637508014936,0.14285714285714285,0.3333333333333333,0.8666666666666667,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.5,Atovaquone
0.11968637508014936,0.14285714285714285,0.3333333333333333,0.8666666666666667,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.55,Atovaquone
0.17387722105220368,0.15384615384615385,0.5,0.8777777777777778,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.6,Atovaquone
0.17387722105220368,0.15384615384615385,0.5,0.8777777777777778,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.65,Atovaquone
0.17387722105220368,0.15384615384615385,0.5,0.8777777777777778,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.7,Atovaquone
0.17387722105220368,0.15384615384615385,0.5,0.8777777777777778,0.09090909090909091,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.75,Atovaquone
-0.03955376178208136,0.0,0.0,0.8666666666666667,0.0,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.8,Atovaquone
0.0,0.0,0.0,0.8777777777777778,0.0,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.85,Atovaquone
0.0,0.0,0.0,0.8777777777777778,0.0,0.6829689298043728,0.2433861689154342,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,1,0.9,Atovaquone
0.36090455918474645,0.30303030303030304,0.17857142857142858,0.7444444444444445,1.0,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.05,Chlorpromazine_Hcl
0.43125358551541654,0.42105263157894735,0.2857142857142857,0.8777777777777778,0.8,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.1,Chlorpromazine_Hcl
0.35378067536649976,0.375,0.2727272727272727,0.8888888888888888,0.6,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.15,Chlorpromazine_Hcl
0.40422604172722165,0.42857142857142855,0.3333333333333333,0.9111111111111111,0.6,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.2,Chlorpromazine_Hcl
0.4355935609701779,0.46153846153846156,0.375,0.9222222222222223,0.6,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.25,Chlorpromazine_Hcl
0.5185629788417315,0.5454545454545454,0.5,0.9444444444444444,0.6,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.3,Chlorpromazine_Hcl
0.36470588235294116,0.4,0.4,0.9333333333333333,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.35,Chlorpromazine_Hcl
0.36470588235294116,0.4,0.4,0.9333333333333333,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.4,Chlorpromazine_Hcl
0.41845262477275313,0.4444444444444444,0.5,0.9444444444444444,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.45,Chlorpromazine_Hcl
0.41845262477275313,0.4444444444444444,0.5,0.9444444444444444,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.5,Chlorpromazine_Hcl
0.49541508402214945,0.5,0.6666666666666666,0.9555555555555556,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.55,Chlorpromazine_Hcl
0.621581560508061,0.5714285714285714,1.0,0.9666666666666667,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.6,Chlorpromazine_Hcl
0.621581560508061,0.5714285714285714,1.0,0.9666666666666667,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.65,Chlorpromazine_Hcl
0.621581560508061,0.5714285714285714,1.0,0.9666666666666667,0.4,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.7,Chlorpromazine_Hcl
0.4370483222197017,0.3333333333333333,1.0,0.9555555555555556,0.2,0.9258823529411764,0.6015384615384616,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,LOGO,2,0.75,Chlorpromazine_Hcl
