Evaluation,FeatureSetup,Purpose,RepresentationStage,Representation,ImbalanceStage,ClassBalance,Model,Threshold,MCC_mean,MCC_std,F1_mean,F1_std,Precision_mean,Precision_std,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.45,0.1818,0.239,0.1659,0.2144,0.325,0.4005,0.9299,0.0516,0.1656,0.2825,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.5,0.1723,0.2139,0.15,0.1807,0.3458,0.4272,0.9299,0.0503,0.1448,0.2539,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.55,0.1723,0.2139,0.15,0.1807,0.3458,0.4272,0.9299,0.0503,0.1448,0.2539,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.6,0.1727,0.2135,0.15,0.1807,0.3458,0.4272,0.9306,0.0508,0.1448,0.2539,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.65,0.1746,0.2134,0.1514,0.1812,0.349,0.4262,0.9312,0.0505,0.1448,0.2539,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.7,0.1649,0.1999,0.1392,0.1661,0.349,0.4262,0.9306,0.0504,0.1358,0.2511,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.75,0.1353,0.2181,0.1254,0.1983,0.2396,0.3599,0.9306,0.0519,0.1212,0.2553,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.8,0.1302,0.2156,0.1202,0.198,0.2396,0.3599,0.9306,0.0545,0.1183,0.2559,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.85,0.1354,0.2175,0.1224,0.1998,0.25,0.3651,0.9326,0.0558,0.1183,0.2559,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.9,0.0824,0.1916,0.0766,0.1777,0.1562,0.301,0.9312,0.0552,0.0849,0.2502,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.05,0.1954,0.1599,0.2094,0.1367,0.1388,0.0903,0.7618,0.0512,0.5962,0.364,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.1,0.2893,0.2299,0.3066,0.2192,0.2648,0.209,0.8729,0.0719,0.4921,0.3371,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.15,0.3159,0.2402,0.3278,0.2186,0.3533,0.2931,0.9056,0.0626,0.4243,0.308,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.2,0.3013,0.2028,0.3058,0.1898,0.3821,0.2855,0.9153,0.0543,0.3596,0.2746,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.25,0.31,0.2379,0.2983,0.2158,0.4792,0.3696,0.9285,0.0527,0.2837,0.268,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.3,0.3415,0.2526,0.3263,0.2377,0.5417,0.3788,0.934,0.0517,0.2837,0.268,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.35,0.3631,0.2543,0.3352,0.2423,0.6042,0.3745,0.9396,0.0529,0.278,0.2692,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.4,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.45,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.5,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.55,0.3338,0.2641,0.3053,0.2517,0.5625,0.4031,0.9389,0.0521,0.2572,0.2774,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.6,0.2071,0.252,0.193,0.2345,0.3438,0.3966,0.934,0.0523,0.1763,0.273,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.65,0.1454,0.2209,0.1404,0.205,0.25,0.3651,0.9319,0.0559,0.1079,0.1674,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.7,0.0171,0.1038,0.0192,0.0769,0.0625,0.25,0.9285,0.0538,0.0114,0.0455,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.75,-0.0065,0.012,0.0,0.0,0.0,0.0,0.9312,0.0592,0.0,0.0,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8332,0.1405,0.4754,0.2185
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.05,0.1865,0.1262,0.2017,0.1334,0.1323,0.0973,0.6694,0.0937,0.6561,0.3593,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.1,0.2091,0.1699,0.2222,0.1603,0.1602,0.1173,0.7785,0.0751,0.5722,0.3738,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.15,0.2064,0.1944,0.2315,0.1924,0.1998,0.1744,0.8396,0.0709,0.4244,0.3445,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.2,0.2119,0.1778,0.2296,0.1652,0.2439,0.21,0.8826,0.0524,0.3478,0.3221,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.25,0.2632,0.2034,0.2685,0.1867,0.3256,0.2621,0.9118,0.0491,0.3421,0.3226,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.3,0.3105,0.2119,0.2901,0.1914,0.4495,0.3465,0.9257,0.0453,0.3332,0.3221,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.35,0.3239,0.23,0.2982,0.2111,0.4958,0.359,0.9312,0.0494,0.3171,0.3265,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.4,0.3709,0.277,0.3429,0.2699,0.5833,0.3801,0.9389,0.0521,0.3171,0.3265,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.45,0.3053,0.2507,0.2751,0.2309,0.5417,0.4105,0.9368,0.0506,0.2363,0.2704,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.5,0.3097,0.2591,0.2786,0.2452,0.5625,0.4031,0.9375,0.0518,0.2285,0.2718,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.55,0.2396,0.2712,0.2147,0.2503,0.4375,0.4425,0.9347,0.0527,0.1847,0.2795,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.6,0.1759,0.2371,0.1572,0.2158,0.3125,0.4031,0.934,0.0514,0.1409,0.2581,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.65,0.0757,0.1526,0.0678,0.1344,0.1875,0.3594,0.9319,0.0535,0.0477,0.1,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.7,-0.0057,0.0112,0.0,0.0,0.0,0.0,0.9319,0.0595,0.0,0.0,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.75,-0.0034,0.0098,0.0,0.0,0.0,0.0,0.9333,0.0602,0.0,0.0,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,RandomForest,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8152,0.1398,0.4362,0.2328
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.05,0.2495,0.2333,0.2811,0.2064,0.2906,0.2622,0.8917,0.072,0.344,0.2867,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.1,0.2886,0.2638,0.309,0.2376,0.3663,0.321,0.9125,0.0652,0.3269,0.2859,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.15,0.2935,0.2633,0.3034,0.2388,0.3949,0.3348,0.9215,0.0611,0.3108,0.2886,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.2,0.3003,0.2462,0.2922,0.2264,0.449,0.3425,0.9271,0.0537,0.2884,0.2878,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.25,0.284,0.2525,0.2658,0.2334,0.4781,0.3809,0.9299,0.0519,0.2482,0.2917,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.3,0.2906,0.2564,0.268,0.2346,0.499,0.4005,0.9312,0.0525,0.2482,0.2917,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.35,0.287,0.2508,0.2635,0.229,0.5104,0.3966,0.9333,0.0531,0.2274,0.271,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.4,0.2769,0.2679,0.2542,0.249,0.5,0.4128,0.934,0.0544,0.2139,0.2759,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.45,0.2815,0.2671,0.2564,0.2491,0.5104,0.4104,0.9354,0.0548,0.2139,0.2759,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.5,0.2308,0.2348,0.2064,0.2099,0.4479,0.407,0.934,0.0536,0.1723,0.2523,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.55,0.198,0.2223,0.1776,0.1954,0.3854,0.3931,0.9326,0.0534,0.1519,0.2482,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.6,0.2065,0.2273,0.1799,0.1965,0.4167,0.4216,0.9333,0.0535,0.1519,0.2482,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.65,0.1505,0.1931,0.1268,0.1553,0.3542,0.4425,0.9333,0.0531,0.0825,0.1073,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.7,0.1257,0.1847,0.109,0.1523,0.2917,0.415,0.9326,0.053,0.0721,0.1066,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.75,0.1001,0.1736,0.0792,0.1311,0.2812,0.446,0.9319,0.0526,0.0483,0.081,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.8,0.0698,0.1457,0.0548,0.1098,0.2188,0.407,0.9312,0.0539,0.0337,0.0695,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.85,0.0252,0.0873,0.0235,0.0735,0.0938,0.272,0.9312,0.0555,0.0155,0.0506,0.8224,0.1294,0.4102,0.2304
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,XGBoost,0.9,0.0269,0.0866,0.0235,0.0735,0.0938,0.272,0.934,0.0582,0.0155,0.0506,0.8224,0.1294,0.4102,0.2304
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.05,0.2128,0.1509,0.2272,0.1513,0.1558,0.1163,0.7312,0.0817,0.6338,0.3584,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.1,0.2492,0.2172,0.2635,0.2022,0.2053,0.1809,0.8361,0.0616,0.5416,0.3654,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.15,0.2882,0.2309,0.3013,0.2142,0.2568,0.2147,0.8743,0.06,0.5134,0.3545,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.2,0.3001,0.2307,0.3124,0.2145,0.2715,0.2109,0.8889,0.0562,0.5056,0.3562,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.25,0.2839,0.2288,0.3041,0.2089,0.2861,0.2306,0.8944,0.0605,0.4332,0.3146,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.3,0.3018,0.2296,0.3196,0.2128,0.3211,0.2388,0.9035,0.0582,0.4186,0.3083,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.35,0.3285,0.2576,0.3386,0.2464,0.383,0.296,0.9146,0.0568,0.404,0.3073,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.4,0.3222,0.2467,0.3244,0.2273,0.4288,0.3379,0.9188,0.057,0.3504,0.2757,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.45,0.3249,0.2457,0.3276,0.2258,0.4314,0.3356,0.9215,0.058,0.3504,0.2757,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.5,0.3102,0.2568,0.3068,0.2406,0.4537,0.3492,0.9264,0.0544,0.2988,0.2861,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.55,0.3114,0.2288,0.2946,0.2078,0.5021,0.3867,0.9299,0.0511,0.278,0.2692,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.6,0.2696,0.2175,0.2529,0.199,0.4583,0.3727,0.9326,0.0508,0.2259,0.2555,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.65,0.2696,0.2155,0.2475,0.1997,0.4792,0.3745,0.934,0.0517,0.2181,0.2566,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.7,0.232,0.2043,0.2061,0.1852,0.4792,0.4122,0.9354,0.0543,0.1526,0.1569,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.75,0.1851,0.1975,0.1662,0.1818,0.3646,0.386,0.934,0.057,0.1272,0.159,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.8,0.1075,0.1603,0.1003,0.144,0.2188,0.3146,0.9319,0.0574,0.0689,0.1044,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.85,0.0597,0.1466,0.0483,0.1093,0.1562,0.3521,0.9333,0.0582,0.0286,0.0648,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,ExtraTrees,0.9,-0.0035,0.0104,0.0,0.0,0.0,0.0,0.9333,0.0603,0.0,0.0,0.8253,0.1464,0.4623,0.2399
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.05,0.1869,0.1345,0.2106,0.1393,0.1427,0.107,0.716,0.1165,0.6334,0.3373,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.1,0.1942,0.1935,0.2229,0.1659,0.1629,0.1352,0.7799,0.1056,0.5451,0.3586,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.15,0.2134,0.2199,0.2432,0.2019,0.1925,0.1665,0.8222,0.0957,0.4957,0.345,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.2,0.2493,0.2264,0.2689,0.2111,0.2676,0.2788,0.8479,0.0866,0.4748,0.3218,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.25,0.2545,0.1996,0.272,0.1867,0.286,0.2742,0.8667,0.0766,0.4424,0.2987,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.3,0.2254,0.2079,0.2519,0.1987,0.2294,0.2119,0.875,0.0771,0.4047,0.3019,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.35,0.24,0.209,0.2668,0.1986,0.245,0.2097,0.8882,0.0732,0.3943,0.2951,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.4,0.2462,0.2208,0.2728,0.2035,0.2645,0.2342,0.8944,0.0749,0.3732,0.2884,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.45,0.2587,0.24,0.2834,0.22,0.2905,0.2805,0.9,0.0745,0.3675,0.2856,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.5,0.2589,0.2656,0.28,0.2427,0.3153,0.3324,0.9062,0.0733,0.3362,0.2973,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.55,0.2566,0.2628,0.2728,0.2346,0.3379,0.357,0.9111,0.0738,0.3112,0.2909,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.6,0.2539,0.2318,0.2608,0.1998,0.3597,0.3552,0.9181,0.0675,0.2847,0.2746,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.65,0.2559,0.2206,0.2564,0.1903,0.3754,0.3561,0.9208,0.0628,0.2769,0.2736,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.7,0.2216,0.2041,0.2197,0.1842,0.3334,0.3326,0.9236,0.0595,0.2471,0.2829,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.75,0.221,0.2014,0.2143,0.1829,0.3501,0.3439,0.925,0.0591,0.2393,0.2845,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.8,0.2535,0.2339,0.2392,0.2201,0.4152,0.3811,0.9306,0.0554,0.2393,0.2845,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.85,0.2722,0.2415,0.2546,0.2311,0.4479,0.3823,0.9354,0.0537,0.2393,0.2845,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,HistGradientBoosting,0.9,0.2357,0.2246,0.2132,0.2129,0.4115,0.3867,0.9354,0.0512,0.1993,0.2683,0.8085,0.1537,0.4445,0.196
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.05,0.1908,0.1516,0.203,0.1344,0.131,0.0925,0.7028,0.038,0.6601,0.3699,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.1,0.2687,0.2112,0.2856,0.1957,0.2335,0.1846,0.866,0.0589,0.5121,0.3448,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.15,0.2709,0.1948,0.2893,0.1837,0.2781,0.1961,0.8944,0.0524,0.4166,0.3046,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.2,0.2987,0.214,0.3123,0.2022,0.3306,0.2292,0.9104,0.0545,0.4005,0.3061,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.25,0.3023,0.1983,0.3122,0.191,0.3656,0.2303,0.9201,0.0532,0.3593,0.2758,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.3,0.3423,0.2224,0.3431,0.2092,0.4438,0.2927,0.9292,0.0552,0.3593,0.2758,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.35,0.3536,0.2728,0.3459,0.2596,0.5156,0.3629,0.934,0.0539,0.3156,0.2879,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.4,0.3357,0.2484,0.3203,0.2338,0.5312,0.356,0.9361,0.055,0.278,0.2692,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.45,0.2264,0.1967,0.2081,0.1798,0.4479,0.3931,0.9333,0.0515,0.1577,0.1577,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.5,0.2237,0.2108,0.1949,0.189,0.4583,0.4282,0.9375,0.0541,0.1442,0.1598,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.55,0.1079,0.1852,0.1046,0.1735,0.1875,0.3096,0.9333,0.0599,0.0828,0.1505,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.6,0.0244,0.1245,0.0312,0.125,0.0312,0.125,0.9319,0.0604,0.0312,0.125,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.65,-0.001,0.004,0.0,0.0,0.0,0.0,0.934,0.0596,0.0,0.0,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8208,0.1401,0.462,0.2062
