Evaluation,FeatureSetup,Purpose,RepresentationStage,Representation,ImbalanceStage,ClassBalance,Model,Threshold,MCC_mean,MCC_std,F1_mean,F1_std,Precision_mean,Precision_std,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.9,0.3119,0.1734,0.2861,0.1803,0.59,0.2587,0.9403,0.0088,0.2044,0.1538,0.8525,0.0608,0.4348,0.1234
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.05,0.2704,0.0435,0.258,0.0307,0.1517,0.0201,0.6701,0.0433,0.8722,0.0834,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.1,0.2787,0.0557,0.2708,0.0381,0.1619,0.025,0.7014,0.0484,0.84,0.1021,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.15,0.2782,0.0677,0.2805,0.0461,0.1719,0.0302,0.7389,0.0428,0.7756,0.1387,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.2,0.2858,0.077,0.2969,0.06,0.1882,0.0425,0.7736,0.0448,0.7222,0.1337,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.25,0.261,0.0815,0.2866,0.0618,0.1864,0.0433,0.7903,0.0446,0.6378,0.1402,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.3,0.2744,0.0844,0.301,0.0672,0.2004,0.05,0.8069,0.0456,0.6267,0.142,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.35,0.2883,0.0873,0.3145,0.0717,0.2133,0.0561,0.8181,0.045,0.6267,0.142,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.4,0.3006,0.1036,0.328,0.0862,0.2279,0.0694,0.8319,0.0441,0.6156,0.1609,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.45,0.31,0.118,0.3393,0.1006,0.2408,0.0814,0.8424,0.0451,0.6044,0.1692,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.5,0.3058,0.1295,0.3368,0.1103,0.2433,0.0892,0.8486,0.043,0.5822,0.1968,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.55,0.3144,0.1388,0.3464,0.1194,0.2562,0.0996,0.8583,0.0394,0.5711,0.2082,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.6,0.3203,0.1279,0.3538,0.1086,0.2696,0.0923,0.8694,0.0341,0.5511,0.204,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.65,0.3284,0.1372,0.364,0.1183,0.2829,0.0996,0.8771,0.0334,0.54,0.2,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.7,0.3206,0.1303,0.3593,0.1154,0.287,0.1035,0.8819,0.0309,0.5089,0.184,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.75,0.3365,0.1322,0.3751,0.1205,0.3147,0.1195,0.8903,0.0355,0.4989,0.1749,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.8,0.3257,0.152,0.3671,0.1389,0.322,0.1367,0.8972,0.0317,0.4556,0.1871,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.85,0.3301,0.1493,0.3681,0.1332,0.358,0.1618,0.9083,0.0236,0.4144,0.1861,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.9,0.3079,0.1796,0.3478,0.162,0.3664,0.2004,0.9125,0.027,0.3522,0.1736,0.8465,0.0676,0.3683,0.1532
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.05,0.3613,0.0682,0.3431,0.0582,0.2151,0.043,0.7771,0.049,0.8722,0.1091,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.1,0.3657,0.0891,0.3763,0.0737,0.2572,0.0581,0.841,0.0355,0.7233,0.1469,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.15,0.4121,0.0902,0.4363,0.0812,0.3371,0.0835,0.8875,0.0312,0.65,0.1313,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.2,0.3732,0.1156,0.41,0.1029,0.3512,0.0994,0.9014,0.0277,0.52,0.1589,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.25,0.3964,0.078,0.4321,0.073,0.4134,0.0958,0.9188,0.015,0.4767,0.1141,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.3,0.3502,0.0978,0.386,0.0888,0.4263,0.1271,0.9236,0.0179,0.3622,0.0761,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.35,0.3357,0.1276,0.3606,0.1125,0.4641,0.1741,0.9299,0.0159,0.2989,0.0858,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.4,0.3168,0.1422,0.3301,0.1313,0.4806,0.1867,0.9326,0.0147,0.2556,0.1008,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.45,0.2759,0.1726,0.2783,0.1576,0.4652,0.2542,0.9333,0.0136,0.2044,0.1199,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.5,0.2753,0.1479,0.2636,0.1404,0.4933,0.2347,0.9368,0.0089,0.1833,0.1052,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.55,0.29,0.1507,0.261,0.1335,0.5667,0.2772,0.9389,0.0091,0.1722,0.0927,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.6,0.2891,0.1483,0.2161,0.1116,0.7333,0.3702,0.9403,0.0088,0.1289,0.0683,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.65,0.1582,0.186,0.1127,0.1296,0.45,0.4972,0.9368,0.0089,0.0656,0.0771,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.7,0.0651,0.1547,0.0545,0.1227,0.15,0.3375,0.9354,0.0074,0.0333,0.075,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.75,0.0192,0.069,0.0182,0.0575,0.05,0.1581,0.934,0.0049,0.0111,0.0351,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.8,-0.0022,0.0068,0.0,0.0,0.0,0.0,0.934,0.0037,0.0,0.0,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8874,0.0634,0.4508,0.0975
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.05,0.3524,0.081,0.367,0.0741,0.2512,0.0643,0.8375,0.0357,0.7033,0.0919,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.1,0.3475,0.0623,0.3808,0.057,0.2898,0.0612,0.8764,0.0251,0.5756,0.0944,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.15,0.3277,0.0959,0.3707,0.0867,0.304,0.0861,0.8889,0.0289,0.49,0.1038,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.2,0.3436,0.1067,0.3867,0.0981,0.3379,0.0992,0.9007,0.0293,0.4678,0.1117,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.25,0.3404,0.1387,0.3845,0.1259,0.3542,0.1317,0.9056,0.0316,0.4356,0.1355,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.3,0.3356,0.132,0.3779,0.119,0.3687,0.1298,0.9104,0.0284,0.4056,0.1364,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.35,0.3461,0.1501,0.3856,0.1392,0.3945,0.1483,0.916,0.0286,0.3944,0.1471,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.4,0.3509,0.1688,0.3891,0.156,0.4109,0.1635,0.9194,0.0291,0.3833,0.1647,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.45,0.327,0.1477,0.3628,0.1355,0.4084,0.1648,0.9201,0.0252,0.34,0.1328,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.5,0.3156,0.1279,0.3473,0.1198,0.4143,0.1429,0.9243,0.0175,0.3089,0.12,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.55,0.3303,0.1385,0.3577,0.1279,0.4448,0.1639,0.9271,0.0192,0.3089,0.12,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.6,0.3296,0.1465,0.3495,0.137,0.4692,0.1838,0.9312,0.0148,0.2867,0.124,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.65,0.3313,0.1396,0.3452,0.1365,0.4881,0.1649,0.9333,0.0132,0.2767,0.1268,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.7,0.3362,0.138,0.3391,0.1315,0.5305,0.2262,0.9347,0.0119,0.2656,0.1262,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.75,0.3619,0.1348,0.3526,0.1354,0.5962,0.2086,0.9389,0.0112,0.2656,0.1262,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.8,0.3213,0.161,0.3055,0.1416,0.58,0.2681,0.9368,0.0148,0.2144,0.1066,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.85,0.3117,0.1469,0.2793,0.1458,0.635,0.278,0.9375,0.0131,0.1933,0.1161,0.8464,0.0652,0.4143,0.1394
CV,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.9,0.2279,0.1838,0.1981,0.1511,0.5083,0.3858,0.9354,0.0114,0.1278,0.1011,0.8464,0.0652,0.4143,0.1394
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.05,0.221,0.1485,0.2312,0.1556,0.1584,0.1164,0.7264,0.0916,0.6515,0.3622,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.1,0.217,0.211,0.2448,0.2037,0.2128,0.2008,0.8417,0.0755,0.4316,0.337,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.15,0.2338,0.2072,0.2542,0.1975,0.2475,0.2069,0.8875,0.0532,0.3738,0.3339,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.2,0.2691,0.2016,0.2712,0.1886,0.3371,0.2756,0.9097,0.0437,0.3478,0.3221,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.25,0.2979,0.229,0.2891,0.2069,0.4039,0.3472,0.9208,0.0466,0.3421,0.3226,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.3,0.3327,0.2632,0.3112,0.2466,0.4958,0.4019,0.9292,0.0475,0.3317,0.3256,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.35,0.3466,0.2519,0.3201,0.2383,0.5573,0.3929,0.9361,0.0506,0.2962,0.2884,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.4,0.3239,0.2389,0.2962,0.2214,0.5469,0.3967,0.9354,0.0507,0.2676,0.2701,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.45,0.3419,0.2393,0.3106,0.2261,0.5833,0.3801,0.9382,0.0515,0.2676,0.2701,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.5,0.2813,0.2468,0.2502,0.2203,0.5312,0.427,0.9361,0.052,0.202,0.2515,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.55,0.2697,0.2338,0.2354,0.2047,0.5312,0.427,0.9354,0.0517,0.1895,0.2459,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.6,0.1714,0.2058,0.152,0.1739,0.375,0.4282,0.9326,0.0512,0.1013,0.1211,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.65,0.1159,0.1803,0.1042,0.1515,0.2812,0.407,0.9306,0.0533,0.0706,0.1079,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.7,0.0705,0.1442,0.0689,0.1306,0.1562,0.301,0.9306,0.0573,0.0494,0.0994,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.75,-0.006,0.0115,0.0,0.0,0.0,0.0,0.9319,0.0596,0.0,0.0,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.8,-0.0034,0.0098,0.0,0.0,0.0,0.0,0.9333,0.0602,0.0,0.0,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8134,0.1382,0.4334,0.245
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.05,0.2702,0.245,0.2854,0.2211,0.3609,0.2891,0.9118,0.064,0.303,0.2884,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.1,0.2568,0.2583,0.254,0.2367,0.3802,0.3442,0.9229,0.0528,0.2624,0.3029,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.15,0.2571,0.258,0.254,0.2367,0.3802,0.3442,0.925,0.0539,0.2624,0.3029,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.2,0.244,0.2661,0.2401,0.2451,0.3594,0.3571,0.9257,0.0521,0.252,0.3092,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.25,0.2415,0.2496,0.2293,0.2193,0.3844,0.3847,0.9278,0.0529,0.2312,0.2901,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.3,0.2532,0.2554,0.2351,0.2257,0.4219,0.4144,0.9299,0.0536,0.2312,0.2901,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.35,0.2411,0.2417,0.2212,0.209,0.4219,0.4144,0.9299,0.0527,0.2103,0.2678,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.4,0.1727,0.219,0.1629,0.1937,0.3438,0.4058,0.9299,0.0522,0.127,0.1663,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.45,0.1472,0.2155,0.1379,0.1867,0.3229,0.4149,0.9299,0.0522,0.0958,0.1357,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.5,0.1436,0.2074,0.1271,0.1726,0.3438,0.4408,0.9299,0.0516,0.0868,0.1267,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.55,0.1451,0.1892,0.1168,0.1467,0.375,0.4655,0.9319,0.0492,0.0743,0.1011,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.6,0.1461,0.1883,0.1168,0.1467,0.375,0.4655,0.9333,0.0503,0.0743,0.1011,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.65,0.1461,0.1883,0.1168,0.1467,0.375,0.4655,0.9333,0.0503,0.0743,0.1011,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.7,0.1021,0.1748,0.0873,0.1431,0.25,0.4082,0.9319,0.0507,0.0576,0.1008,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.75,0.1021,0.1748,0.0873,0.1431,0.25,0.4082,0.9319,0.0507,0.0576,0.1008,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.8,0.1021,0.1748,0.0873,0.1431,0.25,0.4082,0.9326,0.0514,0.0576,0.1008,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.85,0.0984,0.1696,0.0821,0.1412,0.25,0.4082,0.9333,0.054,0.0546,0.1004,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.9,0.0709,0.1398,0.0536,0.1126,0.2188,0.407,0.9333,0.0547,0.0364,0.0867,0.8173,0.125,0.3902,0.2142
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.05,0.1424,0.0989,0.1697,0.1219,0.11,0.0977,0.4778,0.2342,0.7164,0.3476,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.1,0.3232,0.2269,0.2994,0.2081,0.4823,0.3892,0.9271,0.0464,0.3364,0.3247,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.15,0.3484,0.2396,0.3185,0.2269,0.5833,0.3849,0.9382,0.0512,0.278,0.2692,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.2,0.3617,0.2497,0.3331,0.24,0.6042,0.3745,0.9396,0.0521,0.278,0.2692,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.25,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.3,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.35,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.4,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.45,0.3691,0.2541,0.3366,0.2421,0.625,0.3873,0.9403,0.0523,0.278,0.2692,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.5,0.3586,0.2489,0.3232,0.2383,0.625,0.3873,0.9396,0.0521,0.2676,0.2701,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.55,0.3435,0.2259,0.3045,0.2082,0.625,0.3873,0.9389,0.0515,0.2468,0.2494,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.6,0.2632,0.2198,0.2315,0.1968,0.5312,0.427,0.9375,0.0503,0.1634,0.1567,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.65,0.2466,0.2045,0.2115,0.18,0.5312,0.427,0.9361,0.0522,0.1479,0.1458,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.7,0.202,0.2127,0.1706,0.1829,0.4688,0.4644,0.9333,0.0543,0.1218,0.1504,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.75,0.1353,0.199,0.1215,0.173,0.2812,0.407,0.9306,0.0567,0.0917,0.1484,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.8,0.136,0.1985,0.1215,0.173,0.2812,0.407,0.9326,0.0589,0.0917,0.1484,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.85,0.1045,0.1777,0.0902,0.1426,0.25,0.4082,0.9319,0.0584,0.0605,0.1021,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.9,0.0361,0.1307,0.0317,0.0875,0.125,0.3416,0.9312,0.0594,0.0182,0.0504,0.8167,0.1288,0.4391,0.2344
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.05,0.3046,0.2882,0.3029,0.267,0.4323,0.384,0.9299,0.0547,0.2947,0.3021,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.1,0.2946,0.285,0.2887,0.2676,0.4427,0.3882,0.9299,0.0556,0.2791,0.3041,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.15,0.2809,0.2679,0.2673,0.2412,0.4583,0.406,0.9292,0.0558,0.2526,0.2873,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.2,0.2827,0.2656,0.2673,0.2412,0.4583,0.406,0.9306,0.0547,0.2526,0.2873,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.25,0.2355,0.2806,0.2284,0.2546,0.375,0.406,0.9292,0.0544,0.2135,0.2903,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.3,0.228,0.2705,0.2187,0.2421,0.375,0.406,0.9292,0.0549,0.2046,0.2854,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.35,0.2305,0.268,0.2187,0.2421,0.375,0.406,0.9299,0.0541,0.2046,0.2854,0.8105,0.1182,0.3954,0.215
LOGO,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.4,0.2123,0.2519,0.1967,0.2249,0.3667,0.3991,0.9299,0.0542,0.1864,0.2817,0.8105,0.1182,0.3954,0.215
