MCC,F1,Precision,Accuracy,Recall,AUROC,AUPRC,RepresentationStage,Representation,ImbalanceStage,ImbalanceMethod,Evaluation,Fold,Threshold,ClassWeight,HeldOutDrug
0.36406772895810957,0.3333333333333333,0.6666666666666666,0.9444444444444444,0.2222222222222222,0.9382716049382716,0.5172620153598415,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,4,0.6,none,
0.32387513781564786,0.2,1.0,0.9444444444444444,0.1111111111111111,0.9382716049382716,0.5172620153598415,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,4,0.65,none,
0.0,0.0,0.0,0.9375,0.0,0.9382716049382716,0.5172620153598415,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,4,0.7,none,
0.0,0.0,0.0,0.9375,0.0,0.9382716049382716,0.5172620153598415,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,4,0.75,none,
0.0,0.0,0.0,0.9375,0.0,0.9382716049382716,0.5172620153598415,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,4,0.8,none,
0.0,0.0,0.0,0.9375,0.0,0.9382716049382716,0.5172620153598415,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,4,0.85,none,
0.0,0.0,0.0,0.9375,0.0,0.9382716049382716,0.5172620153598415,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,4,0.9,none,
0.268767319880733,0.2857142857142857,0.18181818181818182,0.7916666666666666,0.6666666666666666,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.05,none,
0.3231858951238707,0.35714285714285715,0.2631578947368421,0.875,0.5555555555555556,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.1,none,
0.41920055522398564,0.45454545454545453,0.38461538461538464,0.9166666666666666,0.5555555555555556,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.15,none,
0.4383570037596046,0.47058823529411764,0.5,0.9375,0.4444444444444444,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.2,none,
0.5204358386562267,0.5333333333333333,0.6666666666666666,0.9513888888888888,0.4444444444444444,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.25,none,
0.48007935851918326,0.46153846153846156,0.75,0.9513888888888888,0.3333333333333333,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.3,none,
0.48007935851918326,0.46153846153846156,0.75,0.9513888888888888,0.3333333333333333,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.35,none,
0.48007935851918326,0.46153846153846156,0.75,0.9513888888888888,0.3333333333333333,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.4,none,
0.48007935851918326,0.46153846153846156,0.75,0.9513888888888888,0.3333333333333333,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.45,none,
0.4596385597769217,0.36363636363636365,1.0,0.9513888888888888,0.2222222222222222,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.5,none,
0.32387513781564786,0.2,1.0,0.9444444444444444,0.1111111111111111,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.55,none,
0.0,0.0,0.0,0.9375,0.0,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.6,none,
0.0,0.0,0.0,0.9375,0.0,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.65,none,
0.0,0.0,0.0,0.9375,0.0,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.7,none,
0.0,0.0,0.0,0.9375,0.0,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.75,none,
0.0,0.0,0.0,0.9375,0.0,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.8,none,
0.0,0.0,0.0,0.9375,0.0,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.85,none,
0.0,0.0,0.0,0.9375,0.0,0.8942386831275719,0.5401987353206865,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,5,0.9,none,
0.24211050369753387,0.2608695652173913,0.16216216216216217,0.7638888888888888,0.6666666666666666,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.05,none,
0.2997396383854838,0.3333333333333333,0.23809523809523808,0.8611111111111112,0.5555555555555556,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.1,none,
0.3577734237456226,0.4,0.36363636363636365,0.9166666666666666,0.4444444444444444,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.15,none,
0.3131121455425747,0.35294117647058826,0.375,0.9236111111111112,0.3333333333333333,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.2,none,
0.3418447572008692,0.375,0.42857142857142855,0.9305555555555556,0.3333333333333333,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.25,none,
0.3768673314407158,0.4,0.5,0.9375,0.3333333333333333,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.3,none,
0.3768673314407158,0.4,0.5,0.9375,0.3333333333333333,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.35,none,
0.3768673314407158,0.4,0.5,0.9375,0.3333333333333333,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.4,none,
0.3768673314407158,0.4,0.5,0.9375,0.3333333333333333,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.45,none,
0.3768673314407158,0.4,0.5,0.9375,0.3333333333333333,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.5,none,
0.30550504633038933,0.3076923076923077,0.5,0.9375,0.2222222222222222,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.55,none,
