Evaluation,RepresentationStage,Representation,ImbalanceStage,ImbalanceMethod,Threshold,MCC_mean,MCC_std,F1_mean,F1_std,Precision_mean,Precision_std,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
LOGO,C1,C1_morgan_only,B4,B4_threshold_tuning_only,0.8,-0.001,0.004,0.0,0.0,0.0,0.0,0.934,0.0596,0.0,0.0,0.8175,0.1493,0.4646,0.2413
LOGO,C1,C1_morgan_only,B4,B4_threshold_tuning_only,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8175,0.1493,0.4646,0.2413
LOGO,C1,C1_morgan_only,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8175,0.1493,0.4646,0.2413
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.05,0.2283,0.1517,0.2356,0.1566,0.1584,0.1152,0.7264,0.0736,0.6747,0.3562,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.1,0.2697,0.2244,0.2795,0.2037,0.2154,0.1799,0.8403,0.0624,0.5749,0.3797,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.15,0.2812,0.2309,0.2962,0.2114,0.2486,0.2116,0.875,0.0617,0.5134,0.3545,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.2,0.2941,0.2372,0.3113,0.224,0.278,0.229,0.8889,0.0582,0.4765,0.3279,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.25,0.3066,0.2301,0.3237,0.2159,0.313,0.2367,0.9021,0.0584,0.4437,0.3138,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.3,0.3381,0.2498,0.3451,0.2374,0.3926,0.2955,0.916,0.0543,0.413,0.3102,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.35,0.3093,0.2477,0.3128,0.2278,0.4162,0.3449,0.9194,0.0536,0.3338,0.2828,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.4,0.2985,0.2569,0.299,0.2339,0.4312,0.3526,0.9229,0.0572,0.2988,0.2861,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.45,0.3153,0.2477,0.3012,0.2304,0.5021,0.3914,0.9306,0.0516,0.278,0.2692,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.5,0.3338,0.2457,0.3165,0.2316,0.5365,0.3763,0.9354,0.0534,0.278,0.2692,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.55,0.3178,0.2171,0.2908,0.1985,0.5521,0.3688,0.9361,0.0516,0.2468,0.2494,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.6,0.2844,0.2223,0.2536,0.2057,0.5208,0.3891,0.9361,0.0506,0.2181,0.2566,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.65,0.2542,0.2131,0.2204,0.1917,0.5312,0.427,0.9368,0.0505,0.1556,0.1552,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.7,0.1938,0.2101,0.17,0.1941,0.4062,0.4171,0.934,0.0548,0.1245,0.16,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.75,0.1565,0.2019,0.1368,0.1773,0.3125,0.4031,0.9347,0.0589,0.1001,0.1481,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.8,-0.0079,0.0134,0.0,0.0,0.0,0.0,0.9312,0.0599,0.0,0.0,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.85,-0.0022,0.0088,0.0,0.0,0.0,0.0,0.934,0.0605,0.0,0.0,0.8426,0.1276,0.4858,0.2454
LOGO,C1,C1_morgan_only,B5,B5_class_weight_threshold_tuning,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8426,0.1276,0.4858,0.2454
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.05,0.1562,0.1257,0.1711,0.1119,0.1097,0.0723,0.6396,0.0843,0.6511,0.3823,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.1,0.2037,0.1581,0.213,0.1403,0.1453,0.0957,0.7438,0.0695,0.6241,0.3843,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.15,0.1859,0.1121,0.2047,0.1168,0.161,0.0988,0.8083,0.0707,0.493,0.3428,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.2,0.1991,0.1665,0.223,0.1576,0.2076,0.1862,0.85,0.0754,0.4077,0.3336,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.25,0.227,0.1711,0.2367,0.1512,0.2736,0.2615,0.8896,0.0638,0.3638,0.3247,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.3,0.2306,0.2045,0.2424,0.1867,0.3167,0.2839,0.9146,0.053,0.279,0.2899,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.35,0.2598,0.2434,0.2556,0.2221,0.4115,0.367,0.9285,0.0534,0.242,0.2701,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.4,0.2848,0.2402,0.2658,0.2227,0.4792,0.3745,0.9347,0.0533,0.2363,0.2704,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.45,0.2909,0.2343,0.2533,0.2171,0.5521,0.407,0.9368,0.0513,0.216,0.2679,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.5,0.2273,0.2178,0.1998,0.1905,0.4271,0.4035,0.9347,0.0507,0.1749,0.251,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.55,0.2389,0.2372,0.2073,0.2141,0.4688,0.427,0.9354,0.0536,0.1719,0.2523,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.6,0.2393,0.2368,0.2073,0.2141,0.4688,0.427,0.9361,0.0539,0.1719,0.2523,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.65,0.1218,0.2426,0.1078,0.2107,0.2188,0.407,0.934,0.0587,0.1036,0.2573,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.7,0.0583,0.1866,0.0521,0.1691,0.0938,0.272,0.9326,0.058,0.0682,0.2495,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.75,0.0595,0.1861,0.0521,0.1691,0.0938,0.272,0.9347,0.0599,0.0682,0.2495,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.786,0.151,0.4162,0.2427
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.05,0.1615,0.1314,0.1753,0.1143,0.1107,0.0733,0.6465,0.0631,0.6568,0.3784,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.1,0.1866,0.1277,0.2057,0.1262,0.143,0.0907,0.7653,0.0637,0.559,0.3374,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.15,0.1647,0.1377,0.1981,0.124,0.1545,0.0989,0.8222,0.0722,0.4111,0.3353,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.2,0.2341,0.2027,0.2683,0.1783,0.2373,0.1593,0.8826,0.0756,0.3776,0.3082,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.25,0.2676,0.2383,0.2954,0.2184,0.3152,0.2598,0.909,0.0634,0.3359,0.2876,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.3,0.2937,0.2527,0.3001,0.2294,0.4146,0.3466,0.925,0.0587,0.2926,0.2704,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.35,0.3041,0.2713,0.288,0.2485,0.5052,0.3996,0.9354,0.0543,0.242,0.2701,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.4,0.2843,0.2279,0.2547,0.2005,0.5312,0.3907,0.9361,0.0539,0.203,0.2419,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.45,0.2689,0.2356,0.237,0.209,0.5104,0.4104,0.9368,0.0532,0.1905,0.2471,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.5,0.221,0.2057,0.1847,0.1743,0.5,0.4472,0.9368,0.0508,0.1202,0.1208,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.55,0.222,0.2045,0.1847,0.1743,0.5,0.4472,0.9375,0.0513,0.1202,0.1208,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.6,0.1168,0.1768,0.0909,0.1393,0.3125,0.4425,0.9354,0.0522,0.0546,0.0864,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.65,0.0239,0.0863,0.0161,0.0461,0.125,0.3416,0.9326,0.0567,0.0087,0.0249,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.7,0.0155,0.0721,0.0104,0.0417,0.0625,0.25,0.934,0.0591,0.0057,0.0227,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8037,0.1354,0.4027,0.1754
LOGO,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8037,0.1354,0.4027,0.1754
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.05,0.2055,0.1584,0.2159,0.1479,0.1461,0.1054,0.7222,0.0763,0.6457,0.3757,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.1,0.2294,0.1961,0.2439,0.1941,0.1978,0.1814,0.8292,0.0678,0.5213,0.3556,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.15,0.2382,0.1941,0.2564,0.1835,0.2491,0.2091,0.8806,0.0503,0.402,0.3318,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.2,0.2825,0.2261,0.2863,0.2127,0.3326,0.299,0.9097,0.0452,0.3838,0.3322,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.25,0.2877,0.2615,0.2855,0.2465,0.4094,0.3647,0.9215,0.0509,0.3102,0.3097,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.3,0.3187,0.2614,0.3122,0.25,0.4625,0.3417,0.9312,0.0526,0.3045,0.3095,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.35,0.3281,0.2373,0.3118,0.2233,0.5208,0.3542,0.9347,0.0533,0.278,0.2692,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.4,0.3329,0.2363,0.2994,0.2258,0.5833,0.3801,0.9375,0.0516,0.2598,0.2725,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.45,0.3014,0.2476,0.2682,0.2307,0.5521,0.407,0.9368,0.0511,0.2285,0.2718,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.5,0.3066,0.2492,0.266,0.2332,0.5938,0.4171,0.9375,0.0515,0.216,0.2679,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.55,0.2292,0.2471,0.2011,0.2186,0.4375,0.4425,0.9354,0.052,0.1679,0.2544,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.6,0.2108,0.2554,0.1863,0.2255,0.4062,0.4553,0.934,0.055,0.1593,0.2583,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.65,0.1803,0.248,0.1527,0.2176,0.375,0.4655,0.9347,0.0574,0.1357,0.2589,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.7,0.0111,0.074,0.0104,0.0417,0.0625,0.25,0.9312,0.0581,0.0057,0.0227,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.934,0.0593,0.0,0.0,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8055,0.1506,0.4547,0.2486
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.05,0.1798,0.1436,0.1916,0.1258,0.1236,0.083,0.6799,0.0626,0.6541,0.3779,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.1,0.218,0.1765,0.2315,0.1689,0.1676,0.1338,0.7854,0.0649,0.5792,0.3621,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.15,0.2394,0.1734,0.2576,0.1616,0.212,0.1551,0.8597,0.051,0.4756,0.3218,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.2,0.267,0.2374,0.2921,0.2121,0.2741,0.2287,0.8896,0.06,0.4054,0.3336,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.25,0.2909,0.2585,0.3149,0.2403,0.3221,0.247,0.9083,0.0608,0.3781,0.3284,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.3,0.3108,0.26,0.3162,0.2322,0.4216,0.3709,0.9208,0.0579,0.3269,0.282,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.35,0.3096,0.2485,0.3014,0.2227,0.4729,0.3765,0.9285,0.0559,0.2837,0.268,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.4,0.3357,0.2484,0.3203,0.2338,0.5312,0.356,0.9354,0.0545,0.278,0.2692,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.45,0.3265,0.2316,0.3011,0.2095,0.5625,0.3645,0.9368,0.0545,0.2468,0.2494,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.5,0.3262,0.2228,0.2911,0.2078,0.5938,0.375,0.9375,0.0516,0.2389,0.2512,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.55,0.2558,0.2204,0.216,0.1934,0.5312,0.427,0.9361,0.0503,0.1744,0.2439,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.6,0.1839,0.1914,0.1535,0.1581,0.4375,0.4425,0.9347,0.0493,0.0994,0.1098,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.65,0.1515,0.1985,0.1224,0.1617,0.375,0.4655,0.9354,0.0526,0.0789,0.1115,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.7,0.0252,0.0826,0.02,0.0548,0.0938,0.272,0.9319,0.0574,0.0114,0.0311,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.75,-0.0025,0.0099,0.0,0.0,0.0,0.0,0.934,0.0608,0.0,0.0,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8306,0.1224,0.4472,0.2206
LOGO,C3,C3_morgan_rdkit,B5,B5_class_weight_threshold_tuning,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8306,0.1224,0.4472,0.2206
