Evaluation,RepresentationStage,Representation,ImbalanceStage,ImbalanceMethod,Threshold,MCC_mean,MCC_std,F1_mean,F1_std,Precision_mean,Precision_std,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
CV,C4,C4_eos2lm8,B4,B4_threshold_tuning_only,0.35,0.2646,0.1342,0.2766,0.1227,0.4302,0.1935,0.9278,0.0164,0.2144,0.1041,0.8652,0.0566,0.4164,0.1291
CV,C4,C4_eos2lm8,B4,B4_threshold_tuning_only,0.4,0.2603,0.1538,0.2395,0.1408,0.5183,0.2575,0.9361,0.0097,0.1622,0.1083,0.8652,0.0566,0.4164,0.1291
CV,C4,C4_eos2lm8,B4,B4_threshold_tuning_only,0.7,0.2277,0.1808,0.1758,0.1405,0.5667,0.4389,0.9389,0.0072,0.1067,0.088,0.8652,0.0566,0.4164,0.1291
CV,C4,C4_eos2lm8,B4,B4_threshold_tuning_only,0.75,0.136,0.1531,0.0945,0.0999,0.4,0.4595,0.9361,0.0064,0.0544,0.0575,0.8652,0.0566,0.4164,0.1291
CV,C4,C4_eos2lm8,B4,B4_threshold_tuning_only,0.8,0.0972,0.1564,0.06,0.0966,0.3,0.483,0.9368,0.0061,0.0333,0.0537,0.8652,0.0566,0.4164,0.1291
CV,C4,C4_eos2lm8,B4,B4_threshold_tuning_only,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8652,0.0566,0.4164,0.1291
CV,C4,C4_eos2lm8,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8652,0.0566,0.4164,0.1291
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.1,0.3478,0.0945,0.3525,0.0804,0.2327,0.0621,0.8153,0.0455,0.7533,0.1495,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.25,0.3424,0.1038,0.3827,0.0931,0.3824,0.136,0.9132,0.0218,0.4033,0.0934,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.15,0.3197,0.086,0.3513,0.0611,0.2606,0.0366,0.8681,0.0176,0.5644,0.1924,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.2,0.3165,0.0914,0.3594,0.0798,0.3071,0.0915,0.8924,0.0241,0.4589,0.1313,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.3,0.3059,0.1326,0.3432,0.1214,0.3853,0.1556,0.9194,0.0191,0.32,0.1162,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.5,0.3036,0.1363,0.2381,0.1256,0.7417,0.3344,0.9403,0.0075,0.1511,0.0934,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.55,0.3036,0.1363,0.2381,0.1256,0.7417,0.3344,0.9403,0.0075,0.1511,0.0934,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.6,0.3036,0.1363,0.2381,0.1256,0.7417,0.3344,0.9403,0.0075,0.1511,0.0934,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.45,0.2898,0.1488,0.2481,0.1301,0.6417,0.3241,0.9375,0.0113,0.1622,0.0947,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.05,0.2882,0.0527,0.2791,0.0401,0.1682,0.0275,0.7132,0.0512,0.84,0.1047,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.35,0.2784,0.1596,0.2999,0.1485,0.4155,0.1926,0.9292,0.0153,0.2367,0.1251,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.4,0.2781,0.174,0.2815,0.1574,0.4683,0.2451,0.9333,0.0143,0.2044,0.1199,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.65,0.1713,0.171,0.1371,0.1455,0.425,0.4091,0.9368,0.0069,0.0867,0.1017,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.7,0.1055,0.152,0.0879,0.1216,0.2667,0.3702,0.9347,0.0059,0.0544,0.0778,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.75,0.0582,0.1404,0.04,0.0843,0.2,0.4216,0.934,0.0067,0.0222,0.0468,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.8,0.0301,0.1035,0.02,0.0632,0.1,0.3162,0.9347,0.0059,0.0111,0.0351,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8639,0.0589,0.4064,0.0937
CV,C7,C7_morgan_chemberta,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8639,0.0589,0.4064,0.0937
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.15,0.3856,0.0715,0.4049,0.0571,0.2946,0.051,0.8708,0.0243,0.6722,0.1423,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.1,0.359,0.0461,0.3609,0.0399,0.2383,0.0352,0.8208,0.0338,0.7667,0.1085,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.2,0.3284,0.0933,0.3665,0.0751,0.293,0.0556,0.8882,0.0144,0.51,0.1765,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.55,0.321,0.1473,0.2535,0.1433,0.7667,0.3235,0.9417,0.0082,0.1622,0.1083,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.5,0.3142,0.1491,0.251,0.1419,0.75,0.3333,0.9403,0.0099,0.1622,0.1083,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.25,0.3054,0.0815,0.3511,0.0771,0.3109,0.0675,0.9014,0.0138,0.4144,0.1102,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.6,0.3054,0.1365,0.2274,0.1236,0.7917,0.3316,0.941,0.0075,0.14,0.0906,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.45,0.3001,0.1847,0.274,0.1608,0.5833,0.3043,0.9382,0.0141,0.1833,0.1153,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.05,0.2892,0.0558,0.2794,0.0402,0.1684,0.0271,0.716,0.0427,0.8389,0.1277,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.35,0.2768,0.1088,0.3004,0.1061,0.403,0.1552,0.9243,0.0129,0.2567,0.1065,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.4,0.2724,0.1926,0.2698,0.1716,0.485,0.282,0.9319,0.0199,0.1944,0.135,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.3,0.2528,0.1115,0.2962,0.1103,0.3071,0.1,0.9111,0.0134,0.2978,0.1293,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.65,0.21,0.1988,0.1692,0.1684,0.4917,0.4521,0.9389,0.0079,0.1078,0.115,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.7,0.1295,0.1969,0.1064,0.1643,0.3,0.4216,0.9368,0.0095,0.0667,0.1073,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.75,0.1054,0.1458,0.0764,0.0988,0.3,0.4216,0.9354,0.0066,0.0444,0.0574,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.8,0.0972,0.1564,0.06,0.0966,0.3,0.483,0.9368,0.0061,0.0333,0.0537,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.85,0.0324,0.1024,0.02,0.0632,0.1,0.3162,0.9354,0.0047,0.0111,0.0351,0.8541,0.0625,0.4039,0.1041
CV,C2,C2_rdkit_descriptors_only,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8541,0.0625,0.4039,0.1041
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.15,0.3505,0.0713,0.3777,0.0555,0.2795,0.0424,0.8715,0.0197,0.6067,0.1588,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.1,0.3493,0.0661,0.3558,0.0657,0.2374,0.0589,0.8188,0.047,0.7444,0.1058,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.2,0.3407,0.1041,0.3801,0.0889,0.3163,0.0855,0.8938,0.0229,0.5,0.1619,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.25,0.3319,0.0986,0.3731,0.0882,0.3663,0.1324,0.9097,0.0224,0.4033,0.0934,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.45,0.3173,0.1611,0.2658,0.1458,0.7,0.3291,0.9403,0.011,0.1733,0.1081,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.6,0.3094,0.1377,0.2407,0.1274,0.7583,0.325,0.941,0.0075,0.1511,0.0934,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.5,0.3036,0.1363,0.2381,0.1256,0.7417,0.3344,0.9403,0.0075,0.1511,0.0934,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.55,0.3036,0.1363,0.2381,0.1256,0.7417,0.3344,0.9403,0.0075,0.1511,0.0934,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.35,0.2982,0.1212,0.3188,0.1081,0.44,0.1693,0.9285,0.0139,0.2567,0.0955,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.05,0.297,0.0694,0.2849,0.0481,0.1719,0.0317,0.7188,0.0478,0.85,0.137,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.3,0.2954,0.0918,0.3334,0.081,0.3695,0.1274,0.916,0.0181,0.32,0.0895,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.4,0.2874,0.191,0.2874,0.1731,0.4883,0.2602,0.9347,0.0168,0.2056,0.1319,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.65,0.2169,0.172,0.1704,0.1487,0.5417,0.4181,0.9382,0.0069,0.1078,0.1049,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.7,0.1361,0.1591,0.1061,0.1206,0.3667,0.4216,0.9354,0.0057,0.0644,0.0764,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.8,0.0625,0.1379,0.04,0.0843,0.2,0.4216,0.9354,0.0066,0.0222,0.0468,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.75,0.0472,0.1202,0.0382,0.0806,0.15,0.3375,0.9333,0.0059,0.0222,0.0468,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.85,0.0324,0.1024,0.02,0.0632,0.1,0.3162,0.9354,0.0047,0.0111,0.0351,0.86,0.0545,0.4004,0.093
CV,C9,C9_morgan_rdkit_chemberta,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.86,0.0545,0.4004,0.093
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.1,0.3321,0.0925,0.3549,0.0816,0.2489,0.0671,0.8431,0.0416,0.6467,0.1381,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.2,0.3301,0.1036,0.3741,0.0959,0.3397,0.1147,0.9035,0.0239,0.4333,0.1016,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.15,0.3167,0.118,0.3596,0.1098,0.2901,0.1108,0.8792,0.0385,0.4967,0.1144,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.5,0.2989,0.1427,0.2393,0.1293,0.7083,0.3222,0.9403,0.0082,0.1511,0.0934,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.25,0.2884,0.0876,0.3334,0.0809,0.3298,0.0961,0.9083,0.0196,0.35,0.0949,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.05,0.288,0.0726,0.2909,0.0508,0.1806,0.034,0.7556,0.0413,0.7656,0.1515,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.3,0.283,0.1358,0.3157,0.1273,0.3795,0.165,0.9194,0.02,0.2878,0.133,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.55,0.2757,0.1774,0.2219,0.1518,0.6417,0.3929,0.9403,0.0082,0.14,0.1047,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.4,0.2731,0.137,0.258,0.129,0.525,0.2707,0.9347,0.0088,0.1833,0.1052,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.6,0.2641,0.1659,0.2091,0.1336,0.6333,0.3913,0.9396,0.0074,0.1289,0.0861,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.45,0.2569,0.1363,0.2289,0.1266,0.5417,0.2643,0.9368,0.0076,0.1511,0.0934,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.35,0.2419,0.1497,0.2627,0.1457,0.3805,0.1756,0.9236,0.0179,0.2156,0.1371,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.65,0.2108,0.1651,0.1473,0.1158,0.6,0.4595,0.9382,0.0069,0.0856,0.0693,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.75,0.1383,0.1507,0.0945,0.0999,0.4,0.4595,0.9368,0.0051,0.0544,0.0575,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.7,0.136,0.1531,0.0945,0.0999,0.4,0.4595,0.9361,0.0064,0.0544,0.0575,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.8,0.0648,0.1366,0.04,0.0843,0.2,0.4216,0.9361,0.0055,0.0222,0.0468,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.85,0.0324,0.1024,0.02,0.0632,0.1,0.3162,0.9354,0.0047,0.0111,0.0351,0.8455,0.0545,0.4002,0.1108
CV,C8,C8_morgan_rdkit_eos2lm8,B5,B5_class_weight_threshold_tuning,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8455,0.0545,0.4002,0.1108
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.1,0.3148,0.0793,0.3376,0.0665,0.2309,0.0529,0.8306,0.0394,0.6489,0.1178,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.2,0.3081,0.0779,0.3527,0.0716,0.3314,0.0892,0.9049,0.0212,0.3944,0.0918,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.15,0.3005,0.1117,0.3433,0.0993,0.2702,0.0864,0.8778,0.0266,0.4878,0.1473,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.25,0.2953,0.1156,0.3376,0.1032,0.3524,0.1485,0.9111,0.0231,0.34,0.097,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.05,0.2888,0.0707,0.2924,0.0524,0.1817,0.0361,0.7556,0.0438,0.7656,0.1302,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.3,0.2769,0.1348,0.3127,0.1177,0.3679,0.1829,0.916,0.0218,0.2889,0.1154,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.4,0.2737,0.1518,0.2478,0.1451,0.57,0.3066,0.9354,0.0114,0.1722,0.1164,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.5,0.2661,0.1687,0.2189,0.1489,0.6083,0.3728,0.9396,0.0074,0.14,0.1047,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.55,0.2641,0.1659,0.2091,0.1336,0.6333,0.3913,0.9396,0.0074,0.1289,0.0861,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.6,0.2622,0.1569,0.1958,0.1263,0.6833,0.4041,0.9396,0.0074,0.1189,0.0827,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.45,0.256,0.1723,0.2243,0.1585,0.55,0.3583,0.9375,0.0093,0.15,0.1153,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.35,0.2546,0.1424,0.266,0.1376,0.4188,0.1779,0.9292,0.0142,0.2033,0.1165,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.65,0.2148,0.1687,0.1606,0.1294,0.5667,0.4389,0.9382,0.0069,0.0967,0.0817,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.7,0.0927,0.1275,0.0727,0.0939,0.25,0.3536,0.9347,0.0049,0.0433,0.056,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.75,0.0839,0.1437,0.0582,0.0938,0.25,0.4249,0.9354,0.0066,0.0333,0.0537,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.8,0.0648,0.1366,0.04,0.0843,0.2,0.4216,0.9361,0.0055,0.0222,0.0468,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.85,0.0443,0.3968,0.1054
CV,C7,C7_morgan_chemberta,B5,B5_class_weight_threshold_tuning,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.85,0.0443,0.3968,0.1054
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.1,0.3464,0.0862,0.365,0.073,0.2554,0.0622,0.8451,0.0378,0.6711,0.1533,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.15,0.3178,0.1053,0.359,0.0969,0.2848,0.0929,0.8785,0.0344,0.5078,0.1256,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.2,0.3141,0.1184,0.3593,0.1094,0.322,0.1187,0.9,0.026,0.4233,0.1238,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.3,0.303,0.1279,0.3355,0.1131,0.3981,0.1848,0.9194,0.021,0.3089,0.108,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.5,0.2989,0.1427,0.2393,0.1293,0.7083,0.3222,0.9403,0.0082,0.1511,0.0934,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.25,0.295,0.0981,0.3397,0.089,0.3338,0.1143,0.9076,0.0205,0.3611,0.0991,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.05,0.2904,0.0589,0.2935,0.0421,0.1828,0.0298,0.7562,0.0508,0.7667,0.1294,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.55,0.2757,0.1774,0.2219,0.1518,0.6417,0.3929,0.9403,0.0082,0.14,0.1047,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.4,0.2685,0.1599,0.2508,0.1435,0.5317,0.2927,0.9347,0.0123,0.1722,0.1065,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.45,0.2664,0.1379,0.2304,0.1259,0.5917,0.3003,0.9368,0.0089,0.1511,0.0934,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.35,0.253,0.1502,0.2657,0.1415,0.4195,0.1919,0.9271,0.0183,0.2044,0.1199,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.6,0.2404,0.189,0.1909,0.1492,0.5833,0.4392,0.9389,0.0079,0.1178,0.0953,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.65,0.2258,0.1721,0.1624,0.1299,0.6167,0.4585,0.9389,0.0072,0.0967,0.0817,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.7,0.1666,0.1535,0.1127,0.0973,0.5,0.4714,0.9368,0.0061,0.0644,0.0556,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.75,0.1383,0.1507,0.0945,0.0999,0.4,0.4595,0.9368,0.0051,0.0544,0.0575,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.8,0.0324,0.1024,0.02,0.0632,0.1,0.3162,0.9354,0.0047,0.0111,0.0351,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8516,0.0548,0.3936,0.1197
CV,C6,C6_morgan_eos2lm8,B5,B5_class_weight_threshold_tuning,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8516,0.0548,0.3936,0.1197
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.15,0.3425,0.0748,0.3763,0.0626,0.2881,0.0593,0.8778,0.0237,0.5644,0.1374,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.1,0.3425,0.0789,0.36,0.0679,0.2476,0.0547,0.8403,0.0327,0.68,0.1274,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.05,0.3157,0.0746,0.308,0.0551,0.1909,0.0382,0.7576,0.0421,0.8189,0.1462,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.2,0.3046,0.0734,0.3509,0.0687,0.3109,0.0686,0.8993,0.0205,0.4156,0.0923,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.5,0.2989,0.1427,0.2393,0.1293,0.7083,0.3222,0.9403,0.0082,0.1511,0.0934,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.35,0.2867,0.1342,0.3016,0.1321,0.4383,0.1674,0.9285,0.0164,0.2456,0.1251,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.45,0.2836,0.1489,0.2451,0.1421,0.6167,0.2919,0.9382,0.0101,0.1622,0.1083,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.55,0.2757,0.1774,0.2219,0.1518,0.6417,0.3929,0.9403,0.0082,0.14,0.1047,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.25,0.272,0.0876,0.3132,0.0852,0.3221,0.0948,0.9083,0.0173,0.33,0.1255,0.8464,0.0604,0.3934,0.1126
CV,C2,C2_rdkit_descriptors_only,B5,B5_class_weight_threshold_tuning,0.6,0.2521,0.2006,0.2037,0.1672,0.5917,0.4417,0.9396,0.0087,0.1289,0.1136,0.8464,0.0604,0.3934,0.1126
