threshold,MCC,F1,Precision,Recall,Accuracy
0.1,0.3814136348720722,0.3930635838150289,0.2698412698412698,0.723404255319149,0.8541666666666666
0.2,0.3610534347383957,0.4034334763948498,0.3381294964028777,0.5,0.9034722222222222
0.3,0.2918319597473074,0.3333333333333333,0.3625,0.30851063829787234,0.9194444444444444
0.4,0.3080083791603461,0.31654676258992803,0.4888888888888889,0.23404255319148937,0.9340277777777778
0.5,0.31581793604071295,0.2809917355371901,0.6296296296296297,0.18085106382978725,0.9395833333333333
