MCC,F1,Precision,Accuracy,Recall,AUROC,AUPRC,Stage,Method,Evaluation,Fold,Threshold,ClassWeight,Sampler,ThresholdMode,HeldOutDrug
0.4597273782867746,0.46153846153846156,0.3157894736842105,0.8444444444444444,0.8571428571428571,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.15,balanced,none,sweep,Lumefantrine
0.6516029421642824,0.6666666666666666,0.5454545454545454,0.9333333333333333,0.8571428571428571,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.2,balanced,none,sweep,Lumefantrine
0.6381991713220434,0.6666666666666666,0.625,0.9444444444444444,0.7142857142857143,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.25,balanced,none,sweep,Lumefantrine
0.6394270834691721,0.6,1.0,0.9555555555555556,0.42857142857142855,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.3,balanced,none,sweep,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.35,balanced,none,sweep,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.4,balanced,none,sweep,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.45,balanced,none,sweep,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.5,balanced,none,sweep,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.55,balanced,none,sweep,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.6,balanced,none,sweep,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.65,balanced,none,sweep,Lumefantrine
0.0,0.0,0.0,0.9222222222222223,0.0,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.7,balanced,none,sweep,Lumefantrine
0.0,0.0,0.0,0.9222222222222223,0.0,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.75,balanced,none,sweep,Lumefantrine
0.0,0.0,0.0,0.9222222222222223,0.0,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.8,balanced,none,sweep,Lumefantrine
0.0,0.0,0.0,0.9222222222222223,0.0,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.85,balanced,none,sweep,Lumefantrine
0.0,0.0,0.0,0.9222222222222223,0.0,0.950946643717728,0.7380952380952381,B5,B5_class_weight_threshold_tuning,LOGO,9,0.9,balanced,none,sweep,Lumefantrine
-0.06487825631289339,0.15789473684210525,0.17647058823529413,0.6444444444444445,0.14285714285714285,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.05,balanced,none,sweep,Nelfinavir
-0.06182446677351863,0.12121212121212122,0.16666666666666666,0.6777777777777778,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.1,balanced,none,sweep,Nelfinavir
-0.008756782291545561,0.13333333333333333,0.2222222222222222,0.7111111111111111,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.15,balanced,none,sweep,Nelfinavir
-0.008756782291545561,0.13333333333333333,0.2222222222222222,0.7111111111111111,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.2,balanced,none,sweep,Nelfinavir
0.03596596198824938,0.14285714285714285,0.2857142857142857,0.7333333333333333,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.25,balanced,none,sweep,Nelfinavir
