DRUG,EXCIPIENT,SOURCE,PROBABILITY
Iopromide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.344
Ioxaglic acid,Taurocholic_acid,GRAS_IIG,0.344
Ioxilan,Azilsartan medoxomil,APPROVED_DRUGBANK,0.344
Isosulfan blue,Glycocholic_acid,GRAS_IIG,0.344
Levomethadyl Acetate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.344
Linaclotide,Vitamin_A_palmitate,GRAS_IIG,0.344
Lorazepam,Glycocholic_acid,GRAS_IIG,0.344
Lornoxicam,Taurocholic_acid,GRAS_IIG,0.344
Magnesium hydroxide,Taurocholic_acid,GRAS_IIG,0.344
Magnesium salicylate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.344
Mangafodipir,Taurocholic_acid,GRAS_IIG,0.344
Masoprocol,Deoxycholic Acid,APPROVED_DRUGBANK,0.344
Masoprocol,Desoxycholic_acid,GRAS_IIG,0.344
Mequitazine,Indomethacin,APPROVED_DRUGBANK,0.344
Methadyl Acetate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.344
Midazolam,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.344
Montelukast,Taurocholic_acid,GRAS_IIG,0.344
Nelfinavir,Cyproterone acetate,APPROVED_DRUGBANK,0.344
Nelfinavir,FD&C_BLUE_NO._2--ALUMINUM_LAKE,GRAS_IIG,0.344
Nelfinavir,Hydroxychloroquine,APPROVED_DRUGBANK,0.344
Nelfinavir,Ixazomib,APPROVED_DRUGBANK,0.344
Nelfinavir,Roflumilast,APPROVED_DRUGBANK,0.344
Nelfinavir,Sulfadoxine,APPROVED_DRUGBANK,0.344
Nelfinavir,Sulfamoxole,APPROVED_DRUGBANK,0.344
Nortriptyline,Vitamin_A_acetate,GRAS_IIG,0.344
Olanzapine,Vitamin_A_acetate,GRAS_IIG,0.344
Permethrin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.344
Polaprezinc,Glycocholic_acid,GRAS_IIG,0.344
Polaprezinc,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.344
Prochlorperazine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.344
Saprisartan,Vitamin_A_palmitate,GRAS_IIG,0.344
